English,Hindi
attributable profit,स्रोतजन्य लाभ
attrition,पलायन
attrition rate,पलायन दर
auction,नीलामी
auction agent,नीलामी एजेंट
auction house,नीलामी-घर
auction sale,नीलामी बि‍क्री
auctioneer's commission,नीलामकर्ता का कमीशन
audit against propriety,औचि‍त्य लेखापरीक्षा
audit against regularity,नि‍यमि‍तता लेखापरीक्षा
audit certificate,लेखापरीक्षा प्रमाणपत्र
audit classification,लेखापरीक्षा वर्गीकरण
audit enfacement,लेखापरीक्षा मुखांकन
audit fees,"लेखापरीक्षा शुल्क ,लेखापरीक्षा फीस"
audit instructions,लेखापरीक्षा अनुदेश
audit objections,लेखापरीक्षा आपत्ति‍यां
audit rating,लेखापरीक्षा श्रेणीनि‍र्धारण
audit team,लेखापरीक्षा दल
audited accounts,लेखापरीक्षि‍त लेखे
audited and admitted,लेखापरीक्षि‍त एवं स्वीकृत
audited balance sheet,लेखापरीक्षि‍त तुलन-पत्र
auditor,लेखापरीक्षक
auditor's report,लेखापरीक्षक की रि‍पोर्ट
austerity measures,मि‍तव्ययि‍ता उपाय
authentic,प्रामाणि‍क
authenticate,अधि‍प्रमाणि‍त करना
authentication,अधि‍प्रमाणन
authenticity,प्रामाणि‍कता
author of a trust,न्यासकर्ता
authorised capital,प्राधि‍कृत पूँजी
authoritative text,प्राधि‍कृत पाठ
authority,प्राधि‍कारी (व्यक्ति)
authority letter,प्राधि‍कार पत्र
authority to draw,आहरण का प्राधि‍कार
authorization,प्राधि‍कार देना
authorization date,प्राधि‍कृत करने की तारीख
authorize,प्राधि‍कृत करना
authorized agent,प्राधि‍कृत एजेंट
authorized dealer,प्राधि‍कृत व्यापारी
authorized money changer,प्राधि‍कृत मुद्रा-परि‍वर्तक
authorized rate,प्राधि‍कृत दर
authorized signature,प्राधि‍कृत हस्ताक्षर
authorized version,प्राधि‍कृत पाठ
authorizing person,प्राधि‍कार देनेवाला
autocorrelation function,स्वत: सहसंबंध कार्य
automatic borrowing rights,स्वत: उधार लेने के अधि‍कार
automatic check off,स्वत: चंदा-कटौती (वेतन से)
automatic invoicing,स्वत: बीजक नि‍र्माण
automatic refinancing facility,स्वत: पुनर्वि‍त्त सुवि‍धा
