English,Hindi
Character certificate,चरित्र प्रमाणपत्र
Charge,"कार्य-भार ,प्रभारख़र्च , आरोप"
Charge over property,संपत्‍ति पर प्रभार
Charge sheet,आरोप पत्र
Charitable,"धर्मार्थ,ख़ैराती,पूर्त "
Charity," पूर्तकाय;दान, खैरात , उदारता"
Chart,"चार्ट,संचित्र"
Charter,"भाड़े पर लेना,चार्टर"
Chasis number,"चैसिस नंबर, चैसिस संख्या"
Cheating,"छल,छल करना"
Check,"पड़ताल,जांच , रोक ,मिलान करना"
Check list,जांच सूची
Check post,"जांच चौकी,जांच नाका"
Chemist,"रसायनज्ञ ,कैमिस्ट,दवा-विक्रता, औषध व्यवसायी"
Cheque,चैक
Cheque let,चैक पत्रक
Chief,"  प्रमुख , मुख्य"
Children education allowance,संतान शिक्षा भत्ता
Child exploitation,बाल शोषण
Child labour,बाल श्रम;बाल मज़दूर
Child welfare,बाल कल्याण
Chronic,"जीर्ण,पुराना;चिरकालिक"
Chronological order(=chronological sequence),कालक्रम
Circle,"परिमंडल,सर्कल,हलक़ा"
Circuit house,सर्किट हाउस
Circular (=circular letter),परिपत्र
Circulation,परिचालन
Circumstance,परिस्थिति
Circumstantial evidence,पारिस्थितिक साक्ष्य
Citation,"उद्‌धरण, कथन ,प्रशस्ति"
Citizenship,नागरिकता
City compensatory allowance,नगर प्रतिकर भत्‍ता
Civic amenities,नागरिक सुविधाएं
Civil," सिविल ,नागरिक ,दीवानी , असैनिक"
Civil code,"सिविल संहिता, नागरिक संहिता"
Civil defence,नागरिक सुरक्षा
Civil list,सिविल सूची
Civil marriage,"अदालती विवाह,सिविल विवाह"
Civil procedure code,सिविल प्रक्रिया संहिता
Civil service,सिविल सेवा
Civil suit,"सिविल वाद, दीवानी मुकदमा"
Civil supplies,नागरिक पूर्ति
Civil war,गृह युद्‌ध
Claim,"दावा,दावा करना"
Claimant,दावेदार
Claim form,दावा फ़ार्म
Claim for refund,धन-वापसी का दावा
Clarification,स्पष्‍टीकरण
Class,"वर्ग,दर्जा,कक्षा,श्रेणी"
Classified advertisement,वर्गीकृत विज्ञापन
Classified documents,"वर्गीकृत प्रलेख, गुप्‍त दस्तावेज"
Classified information,"वर्गीकृत सूचना, गुप्‍त सूचना"
Classify,वर्गीकरण करना
Classwise," वर्गवार,श्रेणीवार"
Clause,खंड
Clearance," निर्बाधता , निकासी , अनापत्‍ति ,  समाशोधन"
Clear vacancy,स्पष्‍ट रिक्‍ति
Clerical," लिपिकीय , लेखन संबंधी"
Clerical cadre,लिपिक संवर्ग
Clerical error,"लेखन त्रुटि, लिखाई की भूल"
Clerical staff,लिपिक वर्ग
Clerical work,लिपिकीय कार्य
Client,"ग्राहक, सेवार्थी"
Cloak room,"क्लोक रूम,अमानती सामानघर"
Close of the year,वर्ष की समाप्‍ति
Closing balance,अंत शेष
Closing date,अंतिम तिथि
Closure,"समापन,समाप्‍ति"
Clue,"सूत्र,संकेत"
Co (as in 'co-chairman'),सह
Co-accused,सह-अभियुक्‍त
Coaching,अनुशिक्षण
Coalition government,गठबंधन सरकार
Code," संहिता , कूट, कोड"
Code number,कूट संख्या
Code of conduct,आचार संहिता
Code word,कूट शब्द
Coding,कूट लेखन
Coercion,"ज़ोर-जबरदस्ती,प्रपीड़न"
Co-existence,सह-अस्तित्व
Cognizable,संज्ञेय
Cognizable offence,संज्ञेय अपराध
Cognizance," संज्ञान ,ध्यान"
Coincidence,संयोग
Collaboration,सहयोग
Collateral security,संपार्श्‍विक प्रतिभूति
Colleague,सहकर्मी;सहयोगी
Collective," सामूहिक , समूह"
Collective responsibility,सामूहिक उत्‍तरदायित्व
