English,Hindi
atrioventricularis communis,अलिन्द-निलय संचारदोष
atrium,अलिन्द
atrophy,"अपुष्टि, शोष"
attemperator,तापमान संमापक
attenuation,तनूकरण
attitude,"संस्थिति, वृत्ति"
attraction,आकर्षण
attrition,घर्षण
audiogram,"श्रवणलेख, ऑडियोग्राम"
audiology,श्रवणविज्ञान
audiometry,"श्रवणमिति, श्रव्यतामिति"
audio-oscillator,श्रव्य-दोलक
audiotopsychic,श्रवणमन
augmentation,संवर्धन
aura,पूर्वाभ्यास
auri,"कर्ण में, कर्ण के लिए"
auricle," उत्कोष्ठ , बहिःकर्ण"
auriscope (=otoscope),"कर्णदर्शी, ऑरिस्कोप"
auscultation,परिश्रवण
autecology,स्वपारिस्थितिकी
autism,स्वपरायणता
auto-allergy,स्व प्रत्यूर्जा
autoreoticism,स्वकामुकता
autogenesis," स्वोद्भवी विकास , स्वोत्पत्ति"
autograft,स्वनिरोप
auto-immunization,"स्व प्रतिरक्षीकरण, स्वरोगक्षमीकरण"
autoinfection,स्वोपसर्ग
autointoxication,स्वविषाक्तता
automatism,स्वचलन
autonomous,स्वसंचालित
autoplasty,स्वांश संधान
autopolyploidy,स्वबहुगुणितता
autopsy,शव परीक्षा
autoradiography,"आटोरेडियोग्राफी, स्वतः रेडियोलेखन"
autoradiolysis,स्वतःरेडियोअपघटन
autoregulation,स्वतःनियमन.
autosensitisation,स्वसुग्राहीभवन
autosite,"जीवनक्षम राक्षस, ऑटोसाइट"
autosome,अलिंग सूत्र
auto-suggestion,आत्म-सुझाव
auxanographic,वृद्निर्घारी प्रविधि
avascularization,अवाहिका भवन
"avenolith (=enterolith, stercolith, faecolith)",मलाश्मरी
avidity,आसक्ति
avirulent,अनुग्र
avocation,उपकर्म
avulsion,अपदारण
awn ,शूक
axis ,अक्ष
axon,"ऐक्सोन, अक्षतन्तु"
axonotmesis,"अक्षतन्तु विच्छेद, ऐक्सोन विच्छेद"
axoplasm,"ऐक्सोन द्रव्य, अक्ष तन्तु द्रव्य"
azeotrope (=constant boiling mixture),स्थिरक्वथनांकी
azoospermia,अशुक्राणुता
azygos,अयुग्म
babesiosis,अबेसिया रुग्णता
bacillus,"बैसीलस, दण्डाणु"
backache,पृष्ठवेदना
backcross,संकर पूर्वज संकरण
backflow,प्रतिवाह
back-mutation,पूर्वकारी उत्परिवर्तन
backrest,पृष्ठाश्रय
"backwardness, mental",मंदबुद्धिता
bacteraemia,जीवाणुरक्तता
bacteria (=bacterium),जीवाणु
bacterin,"बैक्टेरिन, जीवाणु विष"
bacteriophage,"जीवाणुभोजी, बैक्टीरियोफाज"
bacteristat (=bacteriostat),जीवाणुस्तंभक
bacteriolysin,"बैक्टेरियो लाइसिन, जीवाणु  संलयिका"
bacteriostasis,जीवाणुस्तम्भन
bacterium (=bacteria),"जीवाणु, बैक्टीरियम"
baffle,व्यारोध
bagassosis,"बेगासोसिस, इक्षुधूलिमयता"
balanitis,शिश्न मुंडशोथ
balanoplasty,शिश्नमुण्ड संधानकर्म
balanoposthitis,शिश्नमुण्डच्छद शोथ
ballotment,"गर्भपबतलोठन, प्रतिलोठन"
balneotherapy,स्नानचिकित्सा
balneum,स्नान
band,"बन्धनी, बैण्ड"
bartholinitis,बार्थोलिन ग्रन्थि शोथ
bartonellosis,बार्टोनेलारुग्णता
basculation ,(गर्भाशय) पुनःस्थापन
base," बेस,क्षारक, आधार"
basement,आधारक
basiarachnitis (=basiarachnoiditis),आधारी जालतानिकाशोथ
basigenic,क्षारकजनन
basiloma (=basaloma=cancer basocellulaire),आधारी कोशिका कार्सिनोमा
basin,"धानी,बेसिन"
basipallium,"आधार प्रावार,बेसीपेलियम"
basisphenoid,(आद्य) आधारजतूक
basitemporal,शंखाधार अस्थि
basocytopenia (=basophilic leucopenia),क्षारकरागी कोशिकाल्पता
basophil,"क्षारकरागी,बेसरागी"
basophilia (=basophilism),"क्षारकरागी बहुलता,बेसोफीलिया"
batch,घान
batcher,मात्रा नियन्त्रक
bath," ऊष्मक,कुण्ड , स्नान"
bathochromic,वर्णापकर्षी
bathyesthesia,गभीर संवेद्यता
bathyhyperaesthesia ,गभीर-अतिसंवेद्यता
bathyhypoaesthesia,गभीर अल्पसंवेद्यता
bathypnoea,गभीर श्वसन
battery," बैटरी, आवली"
b.d.,दिन में दो बार
beading," बीडिंग, मणिका"
beam," किरणपुंज, दण्ड"
beat," स्पन्द,क्षेप , नाड़ी"
heart beat,हृद्‌ स्पन्द
bed," शय्या, क्षेत्र,संस्तर , कक्ष"
bedmaking,शय्याप्रसाधन
bedpan,"शय्यामलपात्र,बेडपैन"
bed sore,शय्या व्रण
bed-wetting,शय्यामूत्रण
beetle (=beetling mill),इमामदस्ता
beetle,"बीटल,भृंग"
behaviour," व्यवहार , आचरण"
behaviourism,आचरणवाद
belly (of muscle),पेशी पिंड
benign,"सुदम्य,सुदम"
benign tertian,"सुदम्य तृतीयक,बिनाइन,टर्शियन"
bestiality,"पशुगमन,तिर्यग्योनिगमन"
beverage,पेय
biacromial,उभय असंकूटी
bias," अभिनत त्रुटि, नति"
biasterionic,द्वितारक-
biauriculate,दविपालि
bibulous,अवशोषी
bicentric,दृविकेन्द्रिक
biceps,द्विशिरस्का
bicollis,दृविग्रीवी
bicornis ,दविश्रृंगी
bicovalent,दृविसंयोजी
bicuspid," द्विमूल (दन्त),द्विकस्पी (दन्त),द्विकपर्दी (हृदय कपाटिका)"
