English,Hindi
avenue,पथ;कुञ्ज;वीथि
average,औसत;मध्यवर्ती;सामान्य;बीच का
averse,उल्टा;विरुद्ध;प्रतिकूल;टेढा
aversion,घृणा;द्वेष;वैर;विरोध
aviation,वायुयान चालन
avidity,लालच;लोभ;चाह;उत्सुकता
avocation,बुलावा;आकर्षण;व्यवसाय;कार्य
avoidable,परिहार्य
awakening,जागरण;जागृति;पुनरुत्थान
award,निर्णय;फैसला;इनाम;पारितोषिक
aware,सावधान;सचेत;अभिज्ञ
awareness,अभिज्ञता
away,दूर;अनुपस्थित;अलग
awe,रोब;धाक;त्रास;डर;डराना
awful,डरावना
awkward,भद्दा;बेडौल;अनाड़ी
awl,सूआ
awning,शामियाना;तिरपाल;तम्बू;चन्दवा
awry,टेढा;बेंड़ा;टेढा;असमान रूप से
axe,कुल्हाड़ी;फरसा;कुठार
axiom,स्वयम-सिद्ध
axis,धुरी;अक्ष-रेखा
axle,धुरा;धुरी;अक्षदण्ड
aye,सदा;सर्वदा
azure,आसमानी;नीला;नीलवर्ण;मेघहीन
babble,बकवाद;कलकल का शब्द;बकना
babe,बच्चा;बालक;शिशु
babel,गड़बड़ी;कोलाहल;ऊंचा मकान
baboon,बड़ा बन्दर;कपि;लंगूर
baby,बच्चा;शिशु;बालक
bachelor,कुंवारा पुरुष;अविवाहित पुरुष
back,उल्टा;पिछली ओर;पीछे;बदले में
back-up,सहायता
backbone,रीढ की हड़्ड़ी;मुख्य सहारा
backdoor,पीछे का द्वार;गुप्तद्वार
background,पृष्ठभूमि;पिछवाड़ा
backside,पीछे का हिस्सा;पृष्ठभाग
backward,पिछड़ा हुआ;मंद;आलसी;अनिच्छुक
bad,बुरा;खोटा;दुखदायी;बीमार;दुष्ट
badge,बिल्ला;चिह्न;छाप;मोहर;चपरास
badger,बिज्जू
baffle,असमंजस में डालना;ठगना
bag,थैला;बोरा;थैले में रखना
baggage,सामान;असबाब;ड़ेरा-ड़ंड़ा;खेमा
bagpipe,मशकबीन
bail,जमानत;प्रतिभूति;गुल्ली;मूठ
bailiff,अमीन;सरकारी नाजिर
bait,चारा;लालच;लोभ;प्रलोभन
bake,सेंकना;पकाना;सुखाना
bakery,बेकरी;नानबाई की दूकान;रोटीघर
balance,तराजू;तुला;शेष भाग;बढती
balcony,छज्जा;वारजा
bald,गंजा;नंगा;बिना पत्तियों का
baldness,गंजापन
bale,गठरी;पोटली;दुर्भाग्य;दुःख
balk,शहतीर;लट्ठा;बाधा;निराशा
ball,गोला;पिण्ड;गेंद;अंग्रेजी नाच
ballad,सादा गाना;गीत;छोटी कविता
ballast,रोड़ा
ballet,नाटक;नाच;रासमण्डल
balloon,गुब्बारा;वायुयान
ballot,मत-पत्र;मतदानना
balm,बाम;महकदार लेप मरहम
balmy,सुगन्धयुक्त;सुखदायी
balsam,गुल मेंहदी
bamboo,बांस
banal,साधारण;मामूली;तुच्छ;अधम;नीच
banana,केला;कदली
band,पट्टी;बन्धन;समुदाय;दल;गिरोह
bandage,पट्टी;पट्टा;पट्टी बांधना
bandit,डाकू;राहजन
bane,विष;व्यथा;विपत्ति;मृत्यु;नाश
bang,मारना;ठोंकना
bangle,चूड़ी;कड़ा;कङ्गन
banishment,देश-निकाला;निर्वासन;वनवास
bank,बैंक;किनारा;तट;बांध
banker,महाजन
bankrupt,दिवालिया
banner,झंड़ा;ध्वजा;पताका
banquet,भोज;जेवनार;उत्सव;भोज खाना
baptism,बप्तिस्मा
bar,शलाका;छड़;ड़ंड़ा;सिटकिनी;रोक
barb,आंकड़ी;कांटा
barbarian,जङ्गली;गंवार;अशिष्ट;असभ्य
barbarism,जङ्गलीपना;असभ्यता;गंवारपन
barbarous,गंवार;पशु समान;निष्ठुर;बनैला
barber,नाई
bard,भाट;कवि
